Date,Temp,Q,P,E
6/21/2018,13.42944444,1,0.508,1.8
6/22/2018,13.699375,0.9,0.254,2.24
6/23/2018,14.83270833,0.9,0,3.03
6/24/2018,14.03847222,0.9,0.508,2.14
6/25/2018,14.72625,0.9,10.92,3.13
6/26/2018,15.92854167,0.9,0,5.79
6/27/2018,17.68826389,0.816,0,6.21
6/28/2018,17.73020833,0.732,0,6.54
6/29/2018,14.798125,0.732,0,6.21
6/30/2018,14.15666667,0.732,0,5.84
7/1/2018,16.37611111,0.792,0,6.5
7/2/2018,19.06868056,0.792,0,6.34
7/3/2018,19.88083333,0.792,0,7.65
7/4/2018,18.688125,0.685,0,7.71
7/5/2018,16.58569444,0.685,0,7.04
7/6/2018,16.58347222,0.685,0,6.93
7/7/2018,17.38298611,0.685,0,7.05
7/8/2018,18.63618056,0.685,0,7.13
7/9/2018,18.64076389,0.577,0,7.42
7/10/2018,18.58631944,0.577,0,6.99
7/11/2018,20.16826389,0.47,0,7.09
7/12/2018,19.16520833,0.47,0,6.35
7/13/2018,20.06083333,0.47,0,7.55
7/14/2018,17.41701389,0.47,0,6.25
7/15/2018,16.53513889,0.47,0,5.79
7/16/2018,16.07041667,0.577,0,6.8
7/17/2018,16.38104167,0.47,0,7.72
7/18/2018,18.39284722,0.362,0,7.15
7/19/2018,17.48034722,0.362,0,6.53
7/20/2018,16.51131944,0.362,0,5.53
7/21/2018,17.56965278,0.362,0,6.95
7/22/2018,18.0825,0.362,0,6.65
7/23/2018,17.57777778,0.317,0,7.42
7/24/2018,17.828125,0.317,0,6.19
7/25/2018,18.10916667,0.362,0,6.93
7/26/2018,16.329375,0.317,0,5.24
7/27/2018,17.39840278,0.317,0,5.83
7/28/2018,17.04625,0.317,0,5.16
7/29/2018,18.67069444,0.317,0,5.19
7/30/2018,19.42618056,0.317,0,5.43
7/31/2018,18.66201389,0.271,0,5.78
8/1/2018,18.10472222,0.271,0,5.71
8/2/2018,19.795,0.226,0,6.39
8/3/2018,18.48027778,0.18,0,5.92
8/4/2018,18.86305556,0.226,0,6.37
8/5/2018,16.98590278,0.18,1.524,4.58
8/6/2018,18.36729167,0.226,0,6.48
8/7/2018,18.67388889,0.226,0,6.84
8/8/2018,17.56194444,0.18,0,6.34
8/9/2018,15.64930556,0.18,0,5.67
8/10/2018,16.34548611,0.135,0,6.14
8/11/2018,15.30618056,0.135,0,5.4
8/12/2018,15.64125,0.135,0,6.53
8/13/2018,16.00909722,0.18,0,6.64
8/14/2018,16.07347222,0.135,0,6.95
8/15/2018,17.64493056,0.135,0,6.93
8/16/2018,18.96388889,0.116,0,7.21
8/17/2018,20.05270833,0.116,0,6.78
8/18/2018,19.10215278,0.116,0,6.55
8/19/2018,17.61048611,0.135,0,6.15
8/20/2018,16.26472222,0.135,0,6.65
8/21/2018,17.78951389,0.135,0,6.43
8/22/2018,18.45263889,0.116,0,6.12
8/23/2018,17.66263889,0.116,0,6.72
8/24/2018,19.91770833,0.116,0,6.69
8/25/2018,19.89361111,0.097,0,6.43
8/26/2018,18.46472222,0.097,0,5.75
8/27/2018,18.70097222,0.097,0,6.05
8/28/2018,18.091875,0.097,0,6.31
8/29/2018,17.06,0.097,0,5.29
8/30/2018,17.71430556,0.097,0,5.9
8/31/2018,19.34631944,0.097,0,6.38
9/1/2018,19.333125,0.08,0,6.63
9/2/2018,18.70861111,0.08,0,6.54
9/3/2018,17.67597222,0.08,0,6.27
9/4/2018,17.91506944,0.113,0,5.9
9/5/2018,18.52743056,0.113,0,5.76
9/6/2018,15.45020833,0.113,0,4.35
9/7/2018,13.44,0.113,0,4.18
9/8/2018,13.03902778,0.08,0,5.04
9/9/2018,13.30430556,0.08,0,5.02
9/10/2018,12.53291667,0.113,1.27,3.59
9/11/2018,12.73722222,0.113,0,1.87
9/12/2018,14.01881944,0.113,0,2.52
9/13/2018,18.19034722,0.147,0,6.65
9/14/2018,13.07069444,0.147,0,1.92
9/15/2018,11.88361111,0.147,0,1.98
9/16/2018,12.791875,0.113,0,2.23
9/17/2018,13.42875,0.147,0,2.63
9/18/2018,13.47923611,0.113,0,2.24
9/19/2018,14.05597222,0.113,0,2.17
9/20/2018,14.94659722,0.113,0,2.73
9/21/2018,14.58333333,0.147,0,3.06
9/22/2018,14.76138889,0.08,0,3.41
9/23/2018,15.25305556,0.08,0,3.31
9/24/2018,15.99284722,0.113,0,2.82
9/25/2018,16.55173611,0.08,0,3.5
9/26/2018,10.48180556,0.113,0,2.17
9/27/2018,10.01659722,0.24,0,3.68
9/28/2018,12.09715278,0.3,0,3.79
9/29/2018,13.87284722,0.3,0,4.02
9/30/2018,11.44569444,0.24,6.35,1.82
10/1/2018,13.58381944,0.18,5.08,4.481863495
10/2/2018,10.90881944,0.18,0,2.991640745
10/3/2018,11.79986111,0.18,0,3.209896719
10/4/2018,12.75673611,0.18,0,3.910731404
10/5/2018,10.00965278,0.24,0,3.212511695
10/6/2018,8.57502778,0.564,0,3.525306869
10/7/2018,9.75039583,0.564,0,3.393865638
10/8/2018,11.8325,0.3,0,3.184234082
10/9/2018,10.25256944,0.147,1.778,2.648973476
10/10/2018,8.24989583,0.18,0,2.062292853
10/11/2018,8.20881944,0.3,0,2.072808609
10/12/2018,7.43701389,0.564,14.224,1.820741359
10/13/2018,6.87533333,1.3,4.826,0.772881775
10/14/2018,8.10756944,0.732,0,1.118276743
10/15/2018,9.57359028,0.36,0,2.478904051
10/16/2018,10.17305556,0.24,1.27,1.896078151
10/17/2018,8.01263889,0.48,1.016,1.128603066
10/18/2018,9.49527778,0.648,0,2.336071415
10/19/2018,9.29875,0.732,4.064,2.382608123
10/20/2018,8.43173611,0.816,0.254,2.005219168
10/21/2018,6.95326389,0.42,2.286,1.670625433
10/22/2018,6.86958333,0.48,0,1.711359584
10/23/2018,8.19709722,0.564,0.254,1.784671277
10/24/2018,8.95972222,0.564,1.016,2.619111094
10/25/2018,3.639118056,0.564,5.334,1.865363189
10/26/2018,-2.873756944,0.648,4.572,1.189640187
10/27/2018,1.113694444,1,0,1.926330935
10/28/2018,5.269958333,0.648,0,2.306117695
10/29/2018,7.3709375,0.48,0,2.698603106
10/30/2018,7.78369444,0.36,0,2.564701972
10/31/2018,7.78249306,0.24,0,2.610370636
11/1/2018,7.40648611,0.24,0,2.423746806
11/2/2018,6.843875,0.3,0,2.42924195
11/3/2018,5.626215278,0.36,0,2.085961119
11/4/2018,4.951423611,0.42,0,1.640324285
11/5/2018,3.955645833,0.648,0,1.783576223
11/6/2018,2.569416667,0.564,0,1.677272816
11/7/2018,2.737111111,0.42,0,1.507102939
11/8/2018,3.246548611,0.42,0,1.673315567
11/9/2018,2.9143125,0.42,0,1.663295481
11/10/2018,3.729569444,0.24,0,1.579911957
11/11/2018,2.780138889,0.147,2.794,1.169708338
11/12/2018,3.822423611,0.113,0,1.468963766
11/13/2018,2.365229167,0.147,0,1.279715011
11/14/2018,-1.182111111,0.42,0,1.327126892
11/15/2018,-3.427819444,0.648,0,1.272194179
11/16/2018,-5.718548611,0.42,3.048,0.672790822
11/17/2018,-3.955333333,0.18,4.064,0.95039219
11/18/2018,2.472520833,0.24,0,1.120433653
11/19/2018,3.940090278,0.3,0,1.581098764
11/20/2018,3.994319444,0.3,0,1.635176473
11/21/2018,4.196513889,0.3,0,1.117593311
11/22/2018,4.248583333,0.564,0.254,1.349673347
11/23/2018,1.886791667,0.3,1.524,0.788186192
11/24/2018,-0.871847222,0.3,4.318,0.432121388
11/25/2018,-1.591652778,0.36,0,0.92021534
11/26/2018,1.016847222,0.42,0,1.152792897
11/27/2018,2.820222222,0.24,1.016,0.841565379
11/28/2018,4.406159722,0.48,0,1.719153052
11/29/2018,3.955763889,0.564,1.524,1.520694599
11/30/2018,0.384861111,0.732,35.306,0.263743937
12/1/2018,-0.382159722,1.3,0.254,0.57444376
12/2/2018,-1.024326389,1.1,0.254,0.751047716
12/3/2018,1.140909722,1,0,0.970247967
12/4/2018,0.077013889,1,4.826,0.485595174
12/5/2018,-0.525479167,1.1,0,0.491660812
12/6/2018,-1.384895833,1.3,4.572,0.201502549
12/7/2018,-2.790347222,1.6,6.096,0.383940308
12/8/2018,-4.189041667,1.4,0.508,0.480256043
12/9/2018,-2.062770833,1.3,0,0.788895455
12/10/2018,1.691680556,1.1,0,1.555793238
12/11/2018,2.063388889,1.3,1.524,1.649978125
12/12/2018,-3.294333333,1.3,4.318,0.421568408
12/13/2018,-7.476715278,1.3,2.794,0.752580109
12/14/2018,-3.417638889,1.2,0,0.709415436
12/15/2018,-1.332673611,1.1,0,0.670700033
12/16/2018,-0.573284722,1.1,0,0.716106651
12/17/2018,-0.639395833,1,0,0.525041646
12/18/2018,-0.238652778,1,0.762,0.671078871
12/19/2018,-3.004743056,1.5,19.304,0.216008097
12/20/2018,-3.604486111,1.4,2.54,0.271888398
12/21/2018,-2.881111111,1.2,0.254,0.629763548
12/22/2018,-2.963430556,1,0,0.717419149
12/23/2018,-1.911395833,1.2,0,1.040418582
12/24/2018,-2.805777778,1.2,1.016,0.978600484
12/25/2018,-1.2570625,1.2,0,1.066683796
12/26/2018,-4.994680556,1.3,1.27,0.906086406
12/27/2018,-9.534020833,1.4,0,0.185640257
12/28/2018,-10.63435417,1.3,5.588,0.548468822
12/29/2018,-10.26232639,1.3,0,0.773834603
12/30/2018,-7.8769375,1.2,2.794,0.310859411
12/31/2018,-9.692333333,1.2,1.778,0.500573935
1/1/2019,-6.621194444,1.1,0,0.572494415
1/2/2019,-4.456680556,1.1,1.778,0.345286339
1/3/2019,-3.766763889,1.2,8.89,1.057217873
1/4/2019,1.815618056,1.2,0,2.012776707
1/5/2019,-1.226361111,1.2,0.254,1.073201219
1/6/2019,-5.471451389,1.2,3.556,0.911525172
1/7/2019,-9.575243056,1.3,2.032,0.670316825
1/8/2019,-9.314263889,1.3,0,0.374623811
1/9/2019,-12.68381944,1.3,4.064,0.621493356
1/10/2019,-9.1379375,1.3,1.016,0.743764583
1/11/2019,-5.827083333,1.2,0,0.650716698
1/12/2019,-5.317770833,1.2,0.254,0.837684149
1/13/2019,-5.472493056,1.1,0,0.75824849
1/14/2019,-5.850506944,1.1,0,0.623318758
1/15/2019,-3.169465278,1.2,18.796,1.096628714
1/16/2019,-7.691729167,1.2,0,1.499027177
1/17/2019,-10.4769375,1.2,0.508,0.772691968
1/18/2019,-9.473854167,1.2,2.286,0.878317459
1/19/2019,-6.2450625,1.2,0,1.059457947
1/20/2019,-4.676236111,1.1,0,0.864803601
1/21/2019,-4.848618056,1.1,0,0.866312156
1/22/2019,-3.431159722,1,0,0.723081975
1/23/2019,-3.605152778,1,0,0.906550644
1/24/2019,-1.961916084,0.9,0.254,1.805891555
1/25/2019,-3.063020833,0.9,5.334,0.865439844
1/26/2019,-0.088069444,0.9,0.508,2.003851413
1/27/2019,-1.5895625,1.2,5.588,1.799801197
1/28/2019,-3.724243056,1.2,0,0.933687904
1/29/2019,-2.865138889,1.2,0,1.288907226
1/30/2019,-1.787326389,1.2,2.032,1.493256062
1/31/2019,-3.765375,1.3,5.334,0.597638589
2/1/2019,-2.667569444,1.3,0.762,1.07878312
2/2/2019,-3.391409722,1.3,0,1.672043264
2/3/2019,-1.040993056,1.4,0,1.566142925
2/4/2019,0.571138889,1.4,0,1.832481868
2/5/2019,0.660805556,1.3,0,2.204510958
2/6/2019,-0.320083333,1.4,8.128,1.52017037
2/7/2019,-3.177034722,1.4,4.572,0.257518889
2/8/2019,-3.372159722,1.3,3.302,0.376061761
2/9/2019,-3.302270833,1.3,0.762,0.378543289
2/10/2019,-3.908631944,1.5,2.032,0.289445386
2/11/2019,-3.430506944,1.4,9.398,1.068923446
2/12/2019,-2.526756944,1.4,0,1.484206517
2/13/2019,-1.944041667,1.4,0,1.325794013
2/14/2019,-3.017125,1.4,0,0.779469081
2/15/2019,-3.407152778,1.5,0.254,0.748874894
2/16/2019,-3.0039375,1.4,0,1.218929243
2/17/2019,-3.238145833,1.4,0,1.36629087
2/18/2019,-2.361319444,1.3,0,1.575061998
2/19/2019,-1.316569444,1.2,0,1.996620166
2/20/2019,-0.352888889,1.3,0,1.6421525
2/21/2019,-1.332479167,1.2,0,1.394152983
2/22/2019,-1.589555556,1.2,0,1.718743718
2/23/2019,-2.002923611,1.2,0,1.38476305
2/24/2019,-1.729375,1.2,1.016,1.441695265
2/25/2019,-0.307136054,1.2,0,1.726285565
2/26/2019,-0.9444375,1.2,1.27,1.035213721
2/27/2019,-5.781256944,1.1,2.286,0.485665668
2/28/2019,-9.348340278,0.9,5.08,0.721400509
3/1/2019,-6.015,1,3.048,1.62856516
3/2/2019,-1.237965278,0.9,0,1.709904281
3/3/2019,-1.410881944,0.9,0.254,1.292252542
3/4/2019,-1.386861111,0.9,0.254,1.182746765
3/5/2019,-0.677972222,0.9,0,1.787945903
3/6/2019,0.130965278,1.1,0,2.160602066
3/7/2019,-2.62025,1,4.064,1.794358217
3/8/2019,-1.552444444,1.1,0,2.356238055
3/9/2019,1.3603125,1.1,0,2.870725478
3/10/2019,2.695034722,1.2,0,2.632484233
3/11/2019,3.295715278,1.2,0,3.07814092
3/12/2019,1.45275,1.1,0,2.015969858
3/13/2019,2.153673611,1.2,0.254,2.172711276
3/14/2019,0.463909722,1.2,7.366,1.321498308
3/15/2019,0.098125,1.3,0,2.079367246
3/16/2019,-3.265645833,1.4,3.81,0.954943282
3/17/2019,-2.384631944,1.4,1.016,1.105720948
3/18/2019,2.701041667,1.4,0,3.125076516
3/19/2019,4.505201389,1.4,0,3.476118718
3/20/2019,4.696,1.4,0,3.271537144
3/21/2019,4.481409722,1.4,0,3.544550766
3/22/2019,2.339388889,1.8,0,3.355410239
3/23/2019,1.675958333,1.8,0,3.259992659
3/24/2019,-3.874569444,1.8,0,2.686085984
3/25/2019,-4.894395833,2.06,0,2.31356325
3/26/2019,0.328881944,1.9,0,2.981007455
3/27/2019,1.523194444,1.5,0,2.427093624
3/28/2019,1.963548611,1.4,0,2.58680852
3/29/2019,-1.914659722,1.5,5.08,0.607335478
3/30/2019,-3.999541667,1.3,4.318,0.364824141
3/31/2019,-4.023875,1.5,13.97,1.090391518
4/1/2019,-2.777673611,1.4,2.794,1.037240088
4/2/2019,-0.292569444,1.6,0.762,1.125750993
4/3/2019,0.4013125,1.5,5.334,1.299575173
4/4/2019,1.174715278,1.7,0,2.302795497
4/5/2019,1.651652778,1.9,0,2.279450804
4/6/2019,3.290375,2.06,0,3.007391989
4/7/2019,3.217597222,1.9,0.508,1.879412035
4/8/2019,4.774166667,2.06,0,2.967551768
4/9/2019,4.804270833,2.06,0.254,3.680234051
4/10/2019,1.292916667,2.38,0.254,3.374619879
4/11/2019,1.800861111,2.38,0.508,2.211633521
4/12/2019,5.397791667,3.18,0,3.860638633
4/13/2019,6.99168056,3.5,0,4.358259227
4/14/2019,7.74344444,2.7,2.54,4.181145141
4/15/2019,3.074263889,4.5,1.778,2.171840781
4/16/2019,0.523076389,3.5,6.35,1.48635324
4/17/2019,-0.780555556,3.18,8.636,0.928206842
4/18/2019,-1.029902778,2.7,14.478,1.895907051
4/19/2019,-1.489979167,3.7,7.366,1.383264502
4/20/2019,-4.738569444,3.7,2.032,1.044777387
4/21/2019,-5.447173611,3.02,4.064,1.063481293
4/22/2019,-3.633201389,3.02,5.334,1.287782493
4/23/2019,0.513097222,2.86,0,2.865699058
4/24/2019,3.801465278,3.34,0,2.987048286
4/25/2019,7.153055556,2.86,0,3.249688477
4/26/2019,7.683472222,3.34,1.27,3.429131184
4/27/2019,5.8738125,3.7,0.254,2.407070661
4/28/2019,7.4218125,4.7,4.318,3.401747998
4/29/2019,8.258743056,4.9,2.032,3.633050623
4/30/2019,9.817291667,5.1,0,5.20083457
5/1/2019,9.700138889,5.1,0,4.865235889
5/2/2019,7.000895833,3.02,0.254,3.589887839
5/3/2019,3.784583333,2.86,0.508,2.377825286
5/4/2019,6.309395833,4.1,0,4.012485315
5/5/2019,7.851395833,3.7,0,3.0489146
5/6/2019,11.98902778,4.1,0,6.146019795
5/7/2019,9.454097222,4.7,0,5.493180148
5/8/2019,2.957736111,4.9,0,2.897046954
5/9/2019,3.8623125,4.3,0,2.961176834
5/10/2019,4.715881944,2.86,0,2.684100281
5/11/2019,5.156368056,2.7,0,2.552453915
5/12/2019,6.605340278,2.38,0.254,4.141535526
5/13/2019,9.455618056,2.38,0,5.378606863
5/14/2019,13.5075,2.38,0,5.979168878
5/15/2019,15.88756944,2.38,0,7.684128773
5/16/2019,16.11541667,2.7,0,5.169558309
5/17/2019,15.8425,2.7,0,6.845459031
5/18/2019,11.13847222,2.7,0,5.972913355
5/19/2019,9.881215278,2.38,0,4.86420196
5/20/2019,13.94569444,2.22,0,6.282982233
5/21/2019,15.59583333,2.06,0,6.506284097
5/22/2019,14.149375,2.06,0,5.859069471
5/23/2019,16.22090278,1.9,0,4.743916424
5/24/2019,16.79277778,1.9,0,5.750734334
5/25/2019,13.583125,1.9,0,6.692861624
5/26/2019,11.82076389,1.7,0,5.259206402
5/27/2019,13.541875,1.5,0,6.2337273
5/28/2019,16.08069444,1.4,0,6.947305868
5/29/2019,18.76611111,1.3,0,7.733159053
5/30/2019,18.97604167,1.2,0,7.021373488
5/31/2019,16.03923611,1.3,0,4.353293242
6/1/2019,16.95041667,1.4,0,5.992689055
6/2/2019,17.24618056,1.3,0,6.194341602
6/3/2019,16.49055556,1.3,0,6.382070046
6/4/2019,16.14416667,1.2,0,6.489492047
6/5/2019,14.41020833,1.1,4.572,5.558352216
6/6/2019,14.60951389,1.1,0,5.796307502
6/7/2019,15.03694444,1,0,6.10808193
6/8/2019,17.23652778,0.9,0,6.849719723
6/9/2019,13.33,0.9,9.14,3.575682018
6/10/2019,14.67041667,1.4,0.762,4.964560236
6/11/2019,12.66479167,1.3,0,4.520125819
6/12/2019,11.31131944,1.2,2.286,3.723570607
6/13/2019,11.49159722,1.5,8.64,3.091020821
6/14/2019,11.30395833,1.7,1.27,2.05022964
6/15/2019,12.32402778,1.9,0.254,3.351932774
6/16/2019,14.05111111,1.7,0,5.305356459
6/17/2019,12.27236111,1.5,0.508,3.581344516
6/18/2019,11.63034722,1.8,6.604,2.615787931
6/19/2019,11.79951389,1.9,17.53,3.131576522
6/20/2019,10.84111111,2.7,2.794,2.649633174
6/21/2019,13.22520833,2.54,0,3.840424533
6/22/2019,12.41527778,4.5,38.61,2.959761319
6/23/2019,15.48236111,3.7,0,5.958012022
6/24/2019,17.156875,1.9,0,5.533513303
6/25/2019,19.02840278,1.7,0,6.621836083
6/26/2019,20.51805556,1.6,0,7.135317051
6/27/2019,19.43493056,1.2,0,7.722071092
6/28/2019,18.53840278,0.9,0,7.441801593
6/29/2019,16.44270833,0.732,0,6.11817373
6/30/2019,12.46041667,0.564,0,5.716433323
7/1/2019,11.92875,0.564,0,6.234580081
